"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2021-06-23 19:00:00,25.25000000000017,134.25000000000028,0,0,0,12636.2499999997
2021-06-23 19:30:00,30.999999999999517,69.50000000000341,13.500000000000156,0,0,12669.75000000025
2021-06-23 20:00:00,18.754688672168122,85.27131782945861,0,0,0,12678.669667417118
2021-06-23 20:30:00,107.223194201451,97.2256935766074,0,0,0,12572.856785803351
2021-06-23 21:00:00,112.77819454863743,87.02175543885924,1.2503125781445539,0,0,12588.647161790463
2021-06-23 21:30:00,115.00000000000013,68.49999999999898,1.2499999999999734,0,0,12581.749999999942
2021-06-23 22:00:00,28.249999999999776,151,0,0,0,12606.5
2021-06-23 22:30:00,31.7499999999999,77.25000000000004,1.7500000000000182,0,0,12679.000000000047
2021-06-23 23:00:00,67,51.00000000000065,0,0,0,12656.250000000005
2021-06-23 23:30:00,55.00000000000047,60.499999999998444,77.50000000000003,0,0,12592.499999999984
2021-06-24 00:00:00,69.7500000000002,57.24999999999749,5.000000000000071,0.49999999999999994,0,12666.500000000018
2021-06-24 00:30:00,60.249999999999645,56.74999999999937,0,0,0,12677.500000000033
2021-06-24 01:00:00,61.26531632908348,82.27056764190735,14.00350087521886,0,0,12628.15703925984
2021-06-24 01:30:00,63.24999999999954,91.4999999999992,10.499999999999687,0,0,12629.250000000548
2021-06-24 02:00:00,74.99999999999841,77.2500000000015,6.750000000000256,0.2499999999999999,0,12634.25000000043
2021-06-24 02:30:00,68.74999999999991,83.5000000000008,13.25000000000007,0,0,12599.500000000126
2021-06-24 03:00:00,100.999999999999,520.4999999999974,0,0.24999999999999997,0,12145.000000000073
2021-06-24 03:30:00,72.74999999999805,288.9999999999951,0,0.2500000000000002,0,12439.999999999782
2021-06-24 04:00:00,68.74999999999831,69.99999999999389,0,0.49999999999999994,0,12650.249999999505
2021-06-24 04:30:00,88.24999999999878,389.2500000000041,0,0,0,12313.250000000244
2021-06-24 05:00:00,59.49999999999838,56.75000000000736,5.499999999999972,0,0,12676.000000000204
2021-06-24 05:30:00,68.25000000000472,98.50000000000634,0,0,0,12627.000000000135
2021-06-24 06:00:00,72.49999999999713,80.50000000001418,0.5000000000000004,0,0,12649.999999999909
2021-06-24 06:30:00,70.99999999999991,147.0000000000084,0,0,0,12571.500000000106
2021-06-24 07:00:00,68.75000000000196,59.000000000003894,12.000000000000455,0,0,12654.499999999643
2021-06-24 07:30:00,74.50000000000223,109.00000000000745,12.999999999999545,0.2499999999999999,0,12602.74999999956
2021-06-24 08:00:00,70.99999999999812,46.2499999999892,0,0,0,12669.250000001193
2021-06-24 08:30:00,68.50000000000574,288.75000000000455,0,0,0,12407.00000000088
2021-06-24 09:00:00,75.25000000000333,441.25000000000654,0,0,0,12281.499999998232
2021-06-24 09:30:00,89.75000000000097,678.7499999999994,0,0,0,12032.749999998668
2021-06-24 10:00:00,44.50000000000005,464.74999999999955,0,0,0,12286.250000000004
2021-06-24 10:30:00,32.49999999999949,207.24999999999957,0,0.5,0,12536.249999999927
2021-06-24 11:00:00,35.75000000000035,67.99999999999997,0,0,0,12674.50000000008
2021-06-24 11:30:00,37.00000000000037,47.24999999999948,0.5000000000000004,0,0,12696.499999999833
2021-06-24 12:00:00,66.00000000000077,576.7499999999972,0,0,0,12108.250000000156
2021-06-24 12:30:00,55.5000000000021,595.249999999983,0,0.24999999999999997,0,12091.750000000093
2021-06-24 13:00:00,57.49999999999895,606.0000000000183,2.2500000000000075,0.25000000000000006,0,12068.99999999955
2021-06-24 13:30:00,26.500000000001123,393.999999999987,0.2500000000000002,0.25000000000000006,0,12344.999999999845
2021-06-24 14:00:00,34.25000000000216,461.74999999998755,0.2499999999999999,0.2500000000000002,0,12261.750000000075
2021-06-24 14:30:00,58.999999999998295,664.0000000000008,0,0.2500000000000002,0,12035.499999999956
2021-06-24 15:00:00,56.749999999995815,741.9999999999839,20.250000000000057,1.7500000000000016,0,11926.250000000618
2021-06-24 15:30:00,36.250000000000426,749.7499999999825,0.5000000000000782,0,0,11952.499999999463
2021-06-24 16:00:00,50.750000000004825,883.2500000000309,0,0.4999999999999998,0,11800.250000000233
2021-06-24 16:30:00,33.74999999999968,812.2500000000109,0.7500000000000007,0.2500000000000002,0,11894.74999999993
2021-06-24 17:00:00,40.499999999996916,839.7500000000178,1.250000000000001,0.2500000000000002,0,11860.24999999936
2021-06-24 17:30:00,55.50000000000086,1277.7500000000102,0,0,0,11408.749999998963
2021-06-24 18:00:00,58.000000000008534,692.7500000000215,3.4999999999998366,2.000000000000024,0,11949.999999999727
2021-06-24 18:30:00,38.74999999999691,464.9999999999885,0.2500000000000002,0,0,12235.75000000019
2021-06-24 19:00:00,52.49999999999737,367.4999999999692,0.5000000000000004,0.4999999999999505,0,12315.500000001703
2021-06-24 19:30:00,54.49999999999591,370.24999999996453,36.50000000000091,1.2499999999999734,0,12278.500000001168
2021-06-24 20:00:00,45.99999999999955,513.0000000000337,0,0,0,12197.749999999996
2021-06-24 20:30:00,63.000000000005585,572.999999999952,1.0000000000000009,0.24999999999995026,0,12096.2500000006
2021-06-24 21:00:00,43.250000000000455,468.75000000009237,1.250000000000001,0.4999999999999998,0,12242.000000000371
2021-06-24 21:30:00,43.749999999998224,469.5000000000533,3.0000000000001856,0,0,12226.50000000067
2021-06-24 22:00:00,54.75000000000527,443.2499999999848,7.249999999999801,1.9999999999998908,0,12221.999999999025
2021-06-24 22:30:00,75.00000000000213,639.4999999999256,0,1.7499999999998073,0,12019.000000001779
