"Time","GPU 2","GPU 5","GPU 4","GPU 3","GPU 0","GPU 7","GPU 1","GPU 6"
2021-06-26 08:00:00,39256,17975,17975,39256,39256,17975,17975,39256
2021-06-26 09:00:00,39256,17975,17975,39256,39256,17975,17975,39256
2021-06-26 10:00:00,39256,17975,17975,39256,39256,17975,17975,39256
2021-06-26 11:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 12:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 13:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 14:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 15:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 16:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 17:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 18:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 19:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 20:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 21:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 22:00:00,39256,17975,17975,39256,39256,17975,17975,0
2021-06-26 23:00:00,39256,0,0,39256,39256,0,0,0
2021-06-27 00:00:00,39256,0,0,39256,39256,0,0,0
2021-06-27 01:00:00,39256,0,0,39256,39256,0,0,0
2021-06-27 02:00:00,39256,0,0,39256,39256,0,0,0
2021-06-27 03:00:00,0,0,0,0,0,0,0,0
2021-06-27 04:00:00,0,0,0,0,0,0,0,0
2021-06-27 05:00:00,0,0,0,0,0,0,0,0
2021-06-27 06:00:00,0,0,0,0,0,0,0,0
2021-06-27 07:00:00,0,0,0,0,0,0,0,0
2021-06-27 08:00:00,0,0,0,0,0,0,0,0
2021-06-27 09:00:00,0,0,0,0,0,0,0,0
2021-06-27 10:00:00,0,0,0,0,0,0,0,0
2021-06-27 11:00:00,0,0,0,0,0,0,0,0
2021-06-27 12:00:00,0,0,0,0,0,0,0,0
2021-06-27 13:00:00,0,0,0,0,0,0,0,0
2021-06-27 14:00:00,0,0,0,0,0,0,0,0
2021-06-27 15:00:00,0,0,0,0,0,0,0,0
2021-06-27 16:00:00,0,0,0,0,0,0,0,0
2021-06-27 17:00:00,0,0,0,0,0,0,0,0
2021-06-27 18:00:00,0,0,0,0,0,0,0,0
2021-06-27 19:00:00,0,0,0,0,0,0,0,0
2021-06-27 20:00:00,0,0,0,0,0,0,0,0
2021-06-27 21:00:00,0,0,0,0,0,0,0,0
2021-06-27 22:00:00,0,0,0,0,0,0,0,0
2021-06-27 23:00:00,0,0,0,0,0,0,0,0
2021-06-28 00:00:00,0,0,0,0,0,0,0,0
2021-06-28 01:00:00,0,0,0,0,0,0,0,0
2021-06-28 02:00:00,0,0,0,0,0,0,0,0
2021-06-28 03:00:00,0,0,0,0,0,0,0,0
2021-06-28 04:00:00,0,0,0,0,0,0,0,0
2021-06-28 05:00:00,0,0,0,0,0,0,0,0
2021-06-28 06:00:00,0,0,0,0,0,0,0,0
2021-06-28 07:00:00,0,0,0,0,0,0,0,0
2021-06-28 08:00:00,0,0,0,0,0,0,0,0
2021-06-28 09:00:00,0,0,0,0,0,0,0,0
2021-06-28 10:00:00,0,0,0,0,0,0,0,0
2021-06-28 11:00:00,0,0,0,0,0,0,0,0
2021-06-28 12:00:00,0,0,0,0,0,0,0,0
2021-06-28 13:00:00,0,0,0,0,0,0,0,0
2021-06-28 14:00:00,0,0,0,0,0,0,0,0
2021-06-28 15:00:00,0,0,0,0,0,0,0,0
2021-06-28 16:00:00,0,0,0,0,0,0,0,0
2021-06-28 17:00:00,39584,39666,39584,39584,39584,39666,39584,39584
2021-06-28 18:00:00,39584,39666,39584,39584,39666,39666,39666,39666
2021-06-28 19:00:00,0,39666,39666,0,39666,39666,39666,39666
2021-06-28 20:00:00,0,39666,39666,0,39666,39666,39666,39666
2021-06-28 21:00:00,0,39666,39666,0,39666,39666,39666,39666
2021-06-28 22:00:00,0,39666,39666,0,39666,39666,39666,39666
2021-06-28 23:00:00,0,39666,39666,0,39666,39666,39666,39666
2021-06-29 00:00:00,0,39666,39666,0,39666,39666,39666,39666
2021-06-29 01:00:00,0,39666,0,0,0,0,0,39666
2021-06-29 02:00:00,0,39666,0,0,0,0,0,39666
2021-06-29 03:00:00,31496,39666,0,31406,31406,0,0,39666
2021-06-29 04:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 05:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 06:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 07:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 08:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 09:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 10:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 11:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 12:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 13:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 14:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 15:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 16:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 17:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 18:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 19:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 20:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 21:00:00,19178,39666,0,19178,19178,19178,19178,39666
2021-06-29 22:00:00,19178,0,0,19178,19178,19178,19178,39666
2021-06-29 23:00:00,19178,0,0,19178,19178,19178,19178,0
2021-06-30 00:00:00,19178,0,0,19178,19178,19178,19178,0
2021-06-30 01:00:00,19178,0,0,19178,19178,19178,19178,0
2021-06-30 02:00:00,19178,0,0,19178,19178,19178,19178,0
2021-06-30 03:00:00,19178,0,0,19178,19178,19178,19178,0
2021-06-30 04:00:00,19178,0,0,19178,19178,0,19178,19178
2021-06-30 05:00:00,19178,0,0,19178,19178,0,19178,19178
2021-06-30 06:00:00,19178,0,0,19178,19178,0,19178,19178
2021-06-30 07:00:00,19178,0,0,19178,19178,0,19178,19178
2021-06-30 08:00:00,19178,0,0,19178,19178,0,19178,19178
2021-06-30 09:00:00,19178,0,0,19178,19178,0,19178,19178
2021-06-30 10:00:00,19178,0,39666,19178,19178,0,19178,19178
2021-06-30 11:00:00,19178,0,39666,19178,19178,0,19178,19178
2021-06-30 12:00:00,19178,0,39666,19178,19178,0,19178,19178
2021-06-30 13:00:00,19178,0,39666,19178,19178,0,19178,19178
2021-06-30 14:00:00,19178,0,39666,19178,19178,0,19178,19178
2021-06-30 15:00:00,19178,40076,39666,19178,19178,0,19178,19178
2021-06-30 16:00:00,19178,40076,39666,19178,19178,0,19178,19178
2021-06-30 17:00:00,19178,40076,39666,19178,19178,0,19178,19178
2021-06-30 18:00:00,19178,40076,39666,19178,19178,0,19178,19178
2021-06-30 19:00:00,19178,39794,39666,19178,19178,0,19178,19178

